type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	39.009336850	126.250511438	202.0			
T	39.009336822	126.250456660	202.5			
T	39.009336798	126.250401856	203.0			
T	39.009336782	126.250352963	203.5			
T	39.009336768	126.250297920	204.0			
T	39.009336754	126.250242865	204.4			
T	39.009336742	126.250187795	204.8			
T	39.009336728	126.250132712	205.1			
T	39.009336715	126.250083738	205.4			
T	39.009336776	126.250027729	205.8			
T	39.009336851	126.249971643	206.1			
T	39.009336927	126.249915621	206.5			
T	39.009337003	126.249859663	206.8			
T	39.009337078	126.249803768	207.1			
T	39.009337145	126.249754138	207.4			
T	39.009337236	126.249698232	208.1			
T	39.009337387	126.249641862	209.1			
T	39.009337538	126.249585622	210.2			
T	39.009337693	126.249529513	211.3			
T	39.009337844	126.249473531	212.4			
T	39.009337977	126.249423876	213.6			
T	39.009338116	126.249368177	215.3			
T	39.009338250	126.249312658	217.0			
T	39.009338384	126.249257253	218.7			
T	39.009338521	126.249201963	220.4			
T	39.009338639	126.249152909	221.5			
T	39.009338772	126.249097831	221.7			
T	39.009338905	126.249042866	221.9			
T	39.009339005	126.248988119	222.1			
T	39.009339093	126.248933514	222.3			
T	39.009339180	126.248878982	222.7			
T	39.009339255	126.248830571	223.8			
T	39.009339342	126.248776180	225.1			
T	39.009339429	126.248721863	226.4			
T	39.009339509	126.248667631	227.6			
T	39.009339581	126.248613468	228.9			
T	39.009339646	126.248565373	229.2			
T	39.009339718	126.248511324	229.5			
T	39.009339790	126.248457337	229.8			
T	39.009339862	126.248403410	230.1			
T	39.009339935	126.248349544	230.4			
T	39.009339942	126.248295631	230.7			
T	39.009339929	126.248247675	230.9			
T	39.009339914	126.248193713	231.2			
T	39.009339893	126.248139736	231.5			
T	39.009339878	126.248085749	231.8			
T	39.009339864	126.248031750	231.7			
T	39.009339826	126.247983630	231.1			
T	39.009339768	126.247929403	230.5			
T	39.009339710	126.247875127	229.9			
T	39.009339657	126.247820805	229.2			
T	39.009339599	126.247766430	228.5			
T	39.009339539	126.247712006	227.2			
T	39.009339484	126.247663588	226.1			
T	39.009339352	126.247608515	224.8			
T	39.009339189	126.247553144	223.5			
T	39.009339026	126.247497632	222.3			
T	39.009338854	126.247441979	221.6			
T	39.009338709	126.247392395	221.0			
T	39.009338544	126.247336479	220.4			
T	39.009338306	126.247279769	219.7			
T	39.009338063	126.247222769	219.0			
T	39.009337818	126.247165554	217.6			
T	39.009337569	126.247108122	216.1			
T	39.009337350	126.247056892	214.8			
T	39.009337103	126.246999052	213.3			
T	39.009336836	126.246940635	211.8			
T	39.009336504	126.246881319	209.7			
T	39.009336170	126.246821702	207.7			
T	39.009335868	126.246768451	205.9			
T	39.009335530	126.246708256	203.8			
T	39.009335191	126.246647755	201.4			
T	39.009334727	126.246585015	198.1			
T	39.009334237	126.246521650	194.7			
T	39.009333744	126.246457818	191.3			
T	39.009333296	126.246400681	188.2			
T	39.009332796	126.246335954	185.3			
T	39.009332285	126.246270739	182.4			
T	39.009331757	126.246204707	179.5			
T	39.009331225	126.246138159	176.6			
T	39.009330709	126.246071099	173.8			
T	39.009330229	126.246011037	171.4			
T	39.009329667	126.245943039	168.7			
T	39.009329142	126.245874839	166.0			
T	39.009328610	126.245806116	163.3			
T	39.009328073	126.245736864	160.7			
T	39.009327593	126.245674860	158.4			
T	39.009327050	126.245604597	155.7			
T	39.009326491	126.245533493	152.8			
T	39.009325916	126.245461640	149.3			
T	39.009325338	126.245389204	145.7			
T	39.009324754	126.245316174	142.2			
T	39.009324314	126.245252643	139.3			
T	39.009324053	126.245186036	136.7			
T	39.009323784	126.245119177	134.1			
T	39.009298483	126.250784456	201.0			
T	39.009298464	126.250729373	200.7			
T	39.009298433	126.250680655	200.4			
T	39.009298396	126.250625822	200.1			
T	39.009298359	126.250570966	199.7			
T	39.009298322	126.250516085	200.0			
T	39.009298285	126.250461181	200.5			
T	39.009298251	126.250406252	201.0			
T	39.009298219	126.250357405	201.4			
T	39.009298199	126.250302232	201.9			
T	39.009298181	126.250247044	202.3			
T	39.009298162	126.250191843	202.7			
T	39.009298143	126.250136628	203.1			
T	39.009298127	126.250087537	203.5			
T	39.009298203	126.250031466	203.9			
T	39.009298298	126.249975237	204.3			
T	39.009298396	126.249919075	204.6			
T	39.009298494	126.249862978	204.9			
T	39.009298591	126.249806945	205.2			
T	39.009298678	126.249757192	205.5			
T	39.009298775	126.249701279	206.0			
T	39.009298918	126.249645130	206.9			
T	39.009299114	126.249588725	207.8			
T	39.009299309	126.249532450	208.7			
T	39.009299508	126.249476305	209.5			
T	39.009299681	126.249426506	210.6			
T	39.009299864	126.249370639	212.2			
T	39.009300038	126.249314960	213.8			
T	39.009300212	126.249259394	215.4			
T	39.009300385	126.249203944	217.0			
T	39.009300542	126.249154751	218.1			
T	39.009300714	126.249099514	218.4			
T	39.009300886	126.249044391	218.8			
T	39.009301057	126.248989381	219.1			
T	39.009301172	126.248934621	219.4			
T	39.009301286	126.248879948	219.9			
T	39.009301385	126.248831411	221.2			
T	39.009301498	126.248776879	222.6			
T	39.009301611	126.248722421	223.9			
T	39.009301711	126.248668048	225.3			
T	39.009301806	126.248613746	226.7			
T	39.009301889	126.248565527	227.1			
T	39.009301983	126.248511339	227.5			
T	39.009302078	126.248457214	227.9			
T	39.009302171	126.248403148	228.3			
T	39.009302265	126.248349144	228.7			
T	39.009302351	126.248295190	229.1			
T	39.009302334	126.248247134	229.5			
T	39.009302315	126.248193059	229.9			
T	39.009302290	126.248138967	230.3			
T	39.009302271	126.248084867	230.7			
T	39.009302252	126.248030755	230.5			
T	39.009302203	126.247982532	229.8			
T	39.009302126	126.247928188	229.0			
T	39.009302051	126.247873797	228.2			
T	39.009301976	126.247819357	227.4			
T	39.009301905	126.247764869	226.5			
T	39.009301830	126.247710329	225.2			
T	39.009301758	126.247661808	224.1			
T	39.009301672	126.247607095	222.8			
T	39.009301461	126.247551633	221.5			
T	39.009301250	126.247496032	220.2			
T	39.009301033	126.247440288	219.6			
T	39.009300844	126.247390623	219.1			
T	39.009300631	126.247334616	218.5			
T	39.009300326	126.247277793	217.8			
T	39.009300006	126.247220691	217.2			
T	39.009299689	126.247163379	215.9			
T	39.009299369	126.247105851	214.5			
T	39.009299085	126.247054533	213.3			
T	39.009298765	126.246996595	212.0			
T	39.009298454	126.246938434	210.6			
T	39.009298053	126.246879293	208.7			
T	39.009297621	126.246819596	206.8			
T	39.009297229	126.246766273	205.1			
T	39.009296793	126.246705997	203.1			
T	39.009296354	126.246645413	200.7			
T	39.009295738	126.246582499	197.3			
T	39.009295110	126.246519048	193.8			
T	39.009294472	126.246455122	190.4			
T	39.009293896	126.246397901	187.2			
T	39.009293248	126.246333078	184.3			
T	39.009292594	126.246267771	181.5			
T	39.009291922	126.246201825	178.7			
T	39.009291233	126.246135182	175.8			
T	39.009290558	126.246068026	173.1			
T	39.009289937	126.246007877	170.7			
T	39.009289218	126.245939798	168.0			
T	39.009288539	126.245871501	165.3			
T	39.009287851	126.245802677	162.6			
T	39.009287156	126.245733323	159.9			
T	39.009286536	126.245671228	157.6			
T	39.009285834	126.245600860	154.9			
T	39.009285124	126.245529901	151.9			
T	39.009284381	126.245457946	148.4			
T	39.009283634	126.245385407	144.9			
T	39.009282878	126.245312272	141.3			
T	39.009282332	126.245249046	138.5			
T	39.009281994	126.245182358	135.8			
T	39.009281647	126.245115419	133.0			
T	39.009254958	126.250790488	199.5			
T	39.009254944	126.250735179	199.0			
T	39.009254903	126.250686334	198.6			
T	39.009254856	126.250631361	198.1			
T	39.009254810	126.250576362	197.6			
T	39.009254763	126.250521339	197.7			
T	39.009254717	126.250466293	198.2			
T	39.009254673	126.250411221	198.6			
T	39.009254631	126.250362247	199.0			
T	39.009254587	126.250307108	199.5			
T	39.009254564	126.250251771	200.0			
T	39.009254541	126.250196422	200.4			
T	39.009254514	126.250141056	200.9			
T	39.009254493	126.250091832	201.3			
T	39.009254578	126.250035688	201.8			
T	39.009254701	126.249979304	202.2			
T	39.009254822	126.249922982	202.5			
T	39.009254945	126.249866727	202.8			
T	39.009255068	126.249810538	203.0			
T	39.009255177	126.249760645	203.3			
T	39.009255299	126.249704577	203.7			
T	39.009255421	126.249648571	204.3			
T	39.009255621	126.249592237	205.0			
T	39.009255868	126.249535776	205.7			
T	39.009256117	126.249479446	206.4			
T	39.009256334	126.249429482	207.2			
T	39.009256569	126.249373427	208.7			
T	39.009256788	126.249317564	210.1			
T	39.009257008	126.249261819	211.6			
T	39.009257227	126.249206187	213.1			
T	39.009257422	126.249156834	214.3			
T	39.009257639	126.249101418	214.7			
T	39.009257856	126.249046117	215.2			
T	39.009258073	126.248990930	215.7			
T	39.009258277	126.248935873	216.2			
T	39.009258420	126.248881040	216.8			
T	39.009258547	126.248832361	218.2			
T	39.009258689	126.248777669	219.7			
T	39.009258831	126.248723053	221.2			
T	39.009258957	126.248668521	222.7			
T	39.009259076	126.248614060	224.2			
T	39.009259181	126.248565702	224.8			
T	39.009259299	126.248511357	225.3			
T	39.009259419	126.248457074	225.8			
T	39.009259537	126.248402852	226.3			
T	39.009259654	126.248348692	226.9			
T	39.009259772	126.248294592	227.4			
T	39.009259851	126.248246522	227.9			
T	39.009259827	126.248192319	228.4			
T	39.009259804	126.248138103	228.9			
T	39.009259772	126.248083871	229.4			
T	39.009259748	126.248029630	229.2			
T	39.009259686	126.247981289	228.3			
T	39.009259591	126.247926816	227.4			
T	39.009259494	126.247872294	226.4			
T	39.009259400	126.247817723	225.4			
T	39.009259309	126.247763105	224.3			
T	39.009259214	126.247708434	223.0			
T	39.009259125	126.247659796	221.8			
T	39.009259030	126.247605031	220.5			
T	39.009258874	126.247549929	219.2			
T	39.009258609	126.247494226	217.9			
T	39.009258338	126.247438380	217.4			
T	39.009258101	126.247388624	216.9			
T	39.009257834	126.247332514	216.3			
T	39.009257444	126.247275556	215.8			
T	39.009257045	126.247218346	215.2			
T	39.009256647	126.247160925	214.0			
T	39.009256245	126.247103286	212.8			
T	39.009255888	126.247051870	211.7			
T	39.009255486	126.246993820	210.6			
T	39.009255090	126.246935548	209.3			
T	39.009254681	126.246877007	207.5			
T	39.009254139	126.246817220	205.7			
T	39.009253653	126.246763821	204.1			
T	39.009253096	126.246703450	202.3			
T	39.009252551	126.246642764	199.9			
T	39.009251760	126.246579668	196.4			
T	39.009250970	126.246516112	192.9			
T	39.009250167	126.246452081	189.3			
T	39.009249445	126.246394764	186.1			
T	39.009248631	126.246329833	183.3			
T	39.009247809	126.246264416	180.6			
T	39.009246982	126.246198509	177.8			
T	39.009246122	126.246131825	175.0			
T	39.009245267	126.246064559	172.3			
T	39.009244486	126.246004312	169.9			
T	39.009243594	126.245936144	167.2			
T	39.009242736	126.245867732	164.5			
T	39.009241874	126.245798798	161.7			
T	39.009241003	126.245729330	159.1			
T	39.009240221	126.245667130	156.6			
T	39.009239338	126.245596644	153.9			
T	39.009238448	126.245525610	150.9			
T	39.009237534	126.245453780	147.4			
T	39.009236593	126.245381123	143.9			
T	39.009235646	126.245307872	140.4			
T	39.009234992	126.245244990	137.6			
T	39.009234558	126.245178205	134.7			
T	39.009234130	126.245111181	131.8			
T	39.009211203	126.250796552	198.0			
T	39.009211195	126.250741015	197.4			
T	39.009211145	126.250692044	196.8			
T	39.009211089	126.250636928	196.2			
T	39.009211032	126.250581787	195.5			
T	39.009210975	126.250526620	195.5			
T	39.009210920	126.250471431	195.9			
T	39.009210865	126.250416216	196.3			
T	39.009210814	126.250367115	196.7			
T	39.009210757	126.250311853	197.1			
T	39.009210709	126.250256523	197.6			
T	39.009210681	126.250201024	198.1			
T	39.009210646	126.250145508	198.7			
T	39.009210621	126.250096151	199.1			
T	39.009210710	126.250039934	199.7			
T	39.009210859	126.249983390	200.1			
T	39.009211008	126.249926912	200.4			
T	39.009211156	126.249870498	200.6			
T	39.009211303	126.249814150	200.9			
T	39.009211435	126.249764118	201.1			
T	39.009211582	126.249707892	201.4			
T	39.009211730	126.249651731	201.8			
T	39.009211877	126.249595633	202.3			
T	39.009212144	126.249539123	202.7			
T	39.009212444	126.249482606	203.2			
T	39.009212707	126.249432478	203.8			
T	39.009212994	126.249376233	205.1			
T	39.009213260	126.249320187	206.5			
T	39.009213524	126.249264257	207.9			
T	39.009213790	126.249208445	209.2			
T	39.009214024	126.249158931	210.3			
T	39.009214288	126.249103335	211.0			
T	39.009214551	126.249047854	211.7			
T	39.009214812	126.248992488	212.3			
T	39.009215074	126.248937235	212.9			
T	39.009215304	126.248882138	213.7			
T	39.009215458	126.248833317	215.2			
T	39.009215630	126.248778465	216.8			
T	39.009215802	126.248723688	218.5			
T	39.009215954	126.248668997	220.1			
T	39.009216097	126.248614377	221.8			
T	39.009216224	126.248565878	222.4			
T	39.009216367	126.248511374	223.0			
T	39.009216512	126.248456934	223.7			
T	39.009216654	126.248402554	224.3			
T	39.009216796	126.248348237	225.0			
T	39.009216939	126.248293981	225.6			
T	39.009217065	126.248245804	226.2			
T	39.009217137	126.248191575	226.9			
T	39.009217108	126.248137231	227.5			
T	39.009217072	126.248082870	228.1			
T	39.009217043	126.248028500	227.9			
T	39.009216965	126.247980040	226.8			
T	39.009216850	126.247925437	225.7			
T	39.009216735	126.247870783	224.5			
T	39.009216621	126.247816082	223.3			
T	39.009216510	126.247761332	222.1			
T	39.009216395	126.247706530	220.8			
T	39.009216289	126.247657775	219.6			
T	39.009216173	126.247602878	218.2			
T	39.009216058	126.247547932	216.8			
T	39.009215814	126.247492413	215.6			
T	39.009215493	126.247436466	215.1			
T	39.009215205	126.247386617	214.7			
T	39.009214883	126.247330403	214.2			
T	39.009214406	126.247273311	213.7			
T	39.009213928	126.247215996	213.1			
T	39.009213446	126.247158462	212.1			
T	39.009212964	126.247100714	211.1			
T	39.009212532	126.247049198	210.1			
T	39.009212047	126.246991035	209.1			
T	39.009211566	126.246932650	208.0			
T	39.009211077	126.246874042	206.3			
T	39.009210532	126.246814839	204.7			
T	39.009209949	126.246761359	203.2			
T	39.009209276	126.246700894	201.6			
T	39.009208606	126.246640028	199.1			
T	39.009207652	126.246576827	195.5			
T	39.009206693	126.246513162	191.9			
T	39.009205731	126.246449031	188.2			
T	39.009204861	126.246391618	185.0			
T	39.009203881	126.246326579	182.3			
T	39.009202889	126.246261051	179.6			
T	39.009201893	126.246195032	176.9			
T	39.009200882	126.246128457	174.2			
T	39.009199831	126.246061075	171.5			
T	39.009198905	126.246000738	169.1			
T	39.009197838	126.245932478	166.4			
T	39.009196804	126.245863955	163.6			
T	39.009195763	126.245794906	160.9			
T	39.009194714	126.245725324	158.2			
T	39.009193771	126.245663020	155.7			
T	39.009192707	126.245592415	152.9			
T	39.009191634	126.245521262	149.8			
T	39.009190552	126.245449551	146.4			
T	39.009189424	126.245376828	143.0			
T	39.009188283	126.245303459	139.5			
T	39.009187533	126.245240924	136.6			
T	39.009187010	126.245174047	133.5			
T	39.009186486	126.245106923	130.5			
T	39.009167214	126.250802649	196.6			
T	39.009167217	126.250746883	195.8			
T	39.009167158	126.250697784	195.1			
T	39.009167091	126.250642524	194.3			
T	39.009167025	126.250587240	193.5			
T	39.009166957	126.250531930	193.2			
T	39.009166893	126.250476596	193.6			
T	39.009166826	126.250421238	194.0			
T	39.009166768	126.250372008	194.3			
T	39.009166701	126.250316602	194.7			
T	39.009166634	126.250261170	195.2			
T	39.009166582	126.250205651	195.8			
T	39.009166539	126.250149984	196.4			
T	39.009166510	126.250100493	196.9			
T	39.009166599	126.250044203	197.5			
T	39.009166774	126.249987500	198.1			
T	39.009166949	126.249930862	198.3			
T	39.009167122	126.249874289	198.5			
T	39.009167296	126.249817783	198.7			
T	39.009167451	126.249767610	198.9			
T	39.009167623	126.249711226	199.1			
T	39.009167796	126.249654907	199.3			
T	39.009167969	126.249598653	199.5			
T	39.009168142	126.249542463	199.7			
T	39.009168485	126.249485787	200.0			
T	39.009168797	126.249435493	200.4			
T	39.009169136	126.249379057	201.6			
T	39.009169448	126.249322826	202.9			
T	39.009169759	126.249266713	204.1			
T	39.009170070	126.249210716	205.3			
T	39.009170347	126.249161041	206.4			
T	39.009170656	126.249105264	207.2			
T	39.009170965	126.249049602	208.0			
T	39.009171273	126.248994056	208.8			
T	39.009171581	126.248938624	209.7			
T	39.009171887	126.248883307	210.6			
T	39.009172115	126.248834278	212.1			
T	39.009172318	126.248779265	213.9			
T	39.009172521	126.248724327	215.7			
T	39.009172699	126.248669475	217.5			
T	39.009172868	126.248614696	219.2			
T	39.009173017	126.248566055	220.0			
T	39.009173184	126.248511392	220.8			
T	39.009173352	126.248456791	221.6			
T	39.009173523	126.248402255	222.3			
T	39.009173688	126.248347779	223.1			
T	39.009173855	126.248293365	223.9			
T	39.009174004	126.248245049	224.6			
T	39.009174170	126.248190751	225.3			
T	39.009174210	126.248136355	226.1			
T	39.009174168	126.248081864	226.8			
T	39.009174134	126.248027364	226.5			
T	39.009174040	126.247978784	225.3			
T	39.009173905	126.247924050	224.0			
T	39.009173771	126.247869266	222.6			
