type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	39.008147877	126.246422072	154.0			
T	39.008143861	126.246356410	152.1			
T	39.008140276	126.246297707	150.6			
T	39.008136214	126.246231284	148.9			
T	39.008132127	126.246164454	147.2			
T	39.008128014	126.246097215	145.3			
T	39.008123871	126.246029562	142.7			
T	39.008119708	126.245961486	140.0			
T	39.008118224	126.245904919	137.8			
T	39.008116762	126.245841577	135.4			
T	39.008115305	126.245778103	133.2			
T	39.008113241	126.245713248	131.0			
T	39.008110234	126.245646223	128.7			
T	39.008107550	126.245586395	126.6			
T	39.008104520	126.245518808	124.9			
T	39.008101473	126.245450917	123.7			
T	39.008098415	126.245382720	122.6			
T	39.008095342	126.245314220	121.5			
T	39.008093182	126.245247608	120.7			
T	39.008092764	126.245191852	120.5			
T	39.008092298	126.245129088	120.3			
T	39.008091827	126.245066278	120.0			
T	39.008121771	126.250908011	159.1			
T	39.008121926	126.250849461	158.8			
T	39.008122061	126.250797429	158.8			
T	39.008121555	126.250739986	159.1			
T	39.008120118	126.250684016	159.3			
T	39.008118681	126.250627927	159.5			
T	39.008117237	126.250571716	159.7			
T	39.008116283	126.250514649	159.6			
T	39.008115749	126.250463403	159.4			
T	39.008115146	126.250405703	159.2			
T	39.008114545	126.250347951	159.0			
T	39.008113941	126.250290147	158.7			
T	39.008113339	126.250232291	158.1			
T	39.008112801	126.250180820	157.5			
T	39.008112196	126.250122867	156.8			
T	39.008111563	126.250064895	156.2			
T	39.008110808	126.250007002	155.5			
T	39.008110059	126.249949047	154.6			
T	39.008109303	126.249891026	153.8			
T	39.008108737	126.249839283	153.0			
T	39.008108430	126.249780721	152.2			
T	39.008108120	126.249722132	151.3			
T	39.008107813	126.249663517	150.9			
T	39.008107508	126.249604877	150.5			
T	39.008107199	126.249546208	150.2			
T	39.008106927	126.249494035	149.8			
T	39.008106619	126.249435317	149.4			
T	39.008106271	126.249376592	149.3			
T	39.008105808	126.249317909	149.2			
T	39.008105347	126.249259188	149.0			
T	39.008104935	126.249206957	148.9			
T	39.008104668	126.249148068	148.8			
T	39.008104984	126.249088906	148.9			
T	39.008105301	126.249029771	149.0			
T	39.008105617	126.248970664	149.1			
T	39.008105931	126.248911583	149.1			
T	39.008106211	126.248859090	149.2			
T	39.008106533	126.248800057	149.3			
T	39.008106848	126.248741055	149.3			
T	39.008107047	126.248682097	149.4			
T	39.008107047	126.248623171	149.4			
T	39.008107040	126.248570790	149.7			
T	39.008107041	126.248511867	150.1			
T	39.008107678	126.248452970	150.6			
T	39.008109123	126.248394191	151.1			
T	39.008110561	126.248335537	151.6			
T	39.008112000	126.248277008	152.9			
T	39.008113277	126.248225086	154.1			
T	39.008114711	126.248166789	155.4			
T	39.008116142	126.248108614	156.8			
T	39.008117569	126.248050565	158.1			
T	39.008118540	126.247992463	159.7			
T	39.008118823	126.247940645	161.0			
T	39.008119142	126.247882378	162.5			
T	39.008119460	126.247824139	164.0			
T	39.008120204	126.247766161	165.4			
T	39.008121161	126.247708372	166.4			
T	39.008122116	126.247650666	167.4			
T	39.008122965	126.247599440	168.2			
T	39.008123918	126.247541889	169.2			
T	39.008124870	126.247484419	170.1			
T	39.008125823	126.247427029	170.8			
T	39.008126772	126.247369721	171.4			
T	39.008127277	126.247318552	171.9			
T	39.008126464	126.247259750	172.4			
T	39.008125654	126.247200879	172.5			
T	39.008124839	126.247141934	171.8			
T	39.008123245	126.247082093	171.1			
T	39.008121280	126.247021706	170.3			
T	39.008119526	126.246967881	169.6			
T	39.008117551	126.246907161	168.2			
T	39.008115570	126.246846263	166.2			
T	39.008113583	126.246785185	164.3			
T	39.008111593	126.246723925	162.4			
T	39.008109817	126.246669322	160.7			
T	39.008107607	126.246607443	158.9			
T	39.008105242	126.246545144	157.0			
T	39.008102868	126.246482627	155.2			
T	39.008100487	126.246419892	153.4			
T	39.008096546	126.246354505	151.6			
T	39.008092827	126.246295745	150.1			
T	39.008088616	126.246229257	148.3			
T	39.008084382	126.246162361	146.6			
T	39.008080119	126.246095055	144.6			
T	39.008075823	126.246027334	141.9			
T	39.008071507	126.245959190	139.2			
T	39.008070063	126.245902747	137.0			
T	39.008068556	126.245839353	134.5			
T	39.008067039	126.245775820	132.3			
T	39.008065526	126.245712154	130.2			
T	39.008062965	126.245646224	128.0			
T	39.008060189	126.245586397	126.1			
T	39.008057051	126.245518810	124.5			
T	39.008053898	126.245450918	123.5			
T	39.008050735	126.245382722	122.5			
T	39.008047555	126.245314222	121.5			
T	39.008045319	126.245247609	120.9			
T	39.008044885	126.245191853	120.7			
T	39.008044398	126.245129086	120.5			
T	39.008043916	126.245066280	120.3			
T	39.008076601	126.250907801	158.0			
T	39.008076760	126.250849256	157.6			
T	39.008076899	126.250797228	157.7			
T	39.008076372	126.250739800	157.9			
T	39.008074886	126.250683834	158.1			
T	39.008073400	126.250627749	158.2			
T	39.008071908	126.250571544	158.4			
T	39.008070413	126.250515217	158.3			
T	39.008069650	126.250464250	158.1			
T	39.008069026	126.250406525	157.9			
T	39.008068404	126.250348748	157.6			
T	39.008067781	126.250290920	157.4			
T	39.008067155	126.250233038	156.8			
T	39.008066599	126.250181546	156.3			
T	39.008065973	126.250123568	155.6			
T	39.008065319	126.250065569	155.0			
T	39.008064539	126.250007652	154.3			
T	39.008063757	126.249949669	153.5			
T	39.008062982	126.249891626	152.6			
T	39.008062285	126.249839974	151.9			
T	39.008061698	126.249781620	151.0			
T	39.008061377	126.249722990	150.2			
T	39.008061059	126.249664334	149.7			
T	39.008060740	126.249605651	149.3			
T	39.008060424	126.249546942	148.9			
T	39.008060142	126.249494732	148.5			
T	39.008059823	126.249435973	148.1			
T	39.008059464	126.249377206	147.9			
T	39.008058985	126.249318482	147.7			
T	39.008058505	126.249259718	147.4			
T	39.008058081	126.249207452	147.2			
T	39.008057601	126.249148613	147.1			
T	39.008057478	126.249089588	147.1			
T	39.008057807	126.249030384	147.1			
T	39.008058135	126.248971208	147.1			
T	39.008058461	126.248912059	147.1			
T	39.008058749	126.248859504	147.1			
T	39.008059082	126.248800401	147.2			
T	39.008059408	126.248741330	147.2			
T	39.008059615	126.248682303	147.2			
T	39.008059615	126.248623309	147.2			
T	39.008059616	126.248570869	147.5			
T	39.008059611	126.248511874	147.9			
T	39.008059611	126.248452882	148.3			
T	39.008060564	126.248393966	148.8			
T	39.008062058	126.248335194	149.3			
T	39.008063552	126.248276548	150.4			
T	39.008064875	126.248224521	151.5			
T	39.008066363	126.248166107	152.6			
T	39.008067849	126.248107817	153.8			
T	39.008069330	126.248049651	155.0			
T	39.008070318	126.247991426	156.6			
T	39.008070611	126.247939504	157.9			
T	39.008070944	126.247881120	159.4			
T	39.008071274	126.247822764	160.9			
T	39.008071604	126.247764434	162.2			
T	39.008072509	126.247706461	163.2			
T	39.008073502	126.247648618	164.1			
T	39.008074383	126.247597271	164.9			
T	39.008075374	126.247539583	165.8			
T	39.008076362	126.247481978	166.8			
T	39.008077351	126.247424452	167.7			
T	39.008078337	126.247367009	168.7			
T	39.008078773	126.247315643	169.5			
T	39.008077928	126.247256695	170.4			
T	39.008077086	126.247197677	170.6			
T	39.008076240	126.247138586	170.1			
T	39.008075392	126.247079421	169.6			
T	39.008073465	126.247019036	169.0			
T	39.008071648	126.246965111	168.5			
T	39.008069599	126.246904277	167.1			
T	39.008067543	126.246843265	165.3			
T	39.008065481	126.246782072	163.5			
T	39.008063416	126.246720697	161.7			
T	39.008061574	126.246665991	160.0			
T	39.008059262	126.246603966	158.2			
T	39.008056810	126.246541547	156.4			
T	39.008054345	126.246478909	154.6			
T	39.008051875	126.246416052	152.7			
T	39.008049146	126.246352597	151.0			
T	39.008045295	126.246293779	149.4			
T	39.008040934	126.246227225	147.6			
T	39.008036546	126.246160262	145.8			
T	39.008032130	126.246092894	143.8			
T	39.008027688	126.246025102	141.1			
T	39.008023218	126.245956890	138.4			
T	39.008021822	126.245900572	136.2			
T	39.008020262	126.245837122	133.8			
T	39.008018693	126.245773534	131.8			
T	39.008017126	126.245709812	129.8			
T	39.008015556	126.245645951	127.8			
T	39.008012827	126.245586399	125.9			
T	39.008009584	126.245518811	124.5			
T	39.008006326	126.245450922	123.6			
T	39.008003053	126.245382724	122.6			
T	39.007999767	126.245314223	121.7			
T	39.007997454	126.245247611	121.1			
T	39.007997007	126.245191855	120.9			
T	39.007996503	126.245129088	120.7			
T	39.007996005	126.245066281	120.5			
T	39.008031439	126.250907590	157.6			
T	39.008031601	126.250849051	157.1			
T	39.008031745	126.250797028	157.1			
T	39.008031195	126.250739614	157.2			
T	39.008029662	126.250683652	157.3			
T	39.008028125	126.250627571	157.4			
T	39.008026587	126.250571371	157.5			
T	39.008025044	126.250515049	157.3			
T	39.008023669	126.250464883	157.0			
T	39.008022866	126.250407347	156.8			
T	39.008022223	126.250349546	156.5			
T	39.008021579	126.250291693	156.2			
T	39.008020932	126.250233787	155.6			
T	39.008020357	126.250182273	155.0			
T	39.008019710	126.250124270	154.4			
T	39.008019036	126.250066244	153.7			
T	39.008018229	126.250008302	153.0			
T	39.008017422	126.249950294	152.3			
T	39.008016620	126.249892226	151.5			
T	39.008015901	126.249840553	150.9			
T	39.008015090	126.249782359	150.2			
T	39.008014568	126.249723849	149.4			
T	39.008014239	126.249665151	149.0			
T	39.008013909	126.249606427	148.6			
T	39.008013585	126.249547676	148.1			
T	39.008013292	126.249495431	147.8			
T	39.008012962	126.249436630	147.4			
T	39.008012590	126.249377821	147.1			
T	39.008012095	126.249319056	146.9			
T	39.008011599	126.249260250	146.7			
T	39.008011162	126.249207947	146.5			
T	39.008010666	126.249149068	146.3			
T	39.008010169	126.249090148	146.2			
T	39.008010202	126.249030999	146.0			
T	39.008010540	126.248971754	145.9			
T	39.008010878	126.248912535	145.8			
T	39.008011182	126.248859915	145.7			
T	39.008011520	126.248800747	145.6			
T	39.008011858	126.248741606	145.6			
T	39.008012073	126.248682510	145.5			
T	39.008012073	126.248623447	145.4			
T	39.008012073	126.248570946	145.7			
T	39.008012070	126.248511882	146.0			
T	39.008012070	126.248452820	146.4			
T	39.008012070	126.248393759	146.8			
T	39.008013359	126.248334850	147.2			
T	39.008014907	126.248276085	148.2			
T	39.008016281	126.248223955	149.2			
T	39.008017824	126.248165421	150.3			
T	39.008019362	126.248107016	151.4			
T	39.008020898	126.248048734	152.5			
T	39.008021900	126.247990385	154.0			
T	39.008022204	126.247938358	155.2			
T	39.008022546	126.247879854	156.7			
T	39.008022893	126.247821382	158.1			
T	39.008023234	126.247762935	159.4			
T	39.008023622	126.247704541	160.3			
T	39.008024653	126.247646560	161.2			
T	39.008025567	126.247595091	162.0			
T	39.008026594	126.247537266	163.0			
T	39.008027621	126.247479524	163.9			
T	39.008028645	126.247421863	164.9			
T	39.008029668	126.247364284	166.0			
T	39.008030029	126.247312720	166.8			
T	39.008029153	126.247253625	167.8			
T	39.008028276	126.247194457	168.1			
T	39.008027401	126.247135220	167.7			
T	39.008026522	126.247075909	167.4			
T	39.008025479	126.247016357	167.1			
T	39.008023596	126.246962331	166.7			
T	39.008021472	126.246901383	165.4			
T	39.008019343	126.246840257	163.7			
T	39.008017208	126.246778947	162.0			
T	39.008015064	126.246717457	160.3			
T	39.008013155	126.246662647	158.8			
T	39.008010741	126.246600477	157.0			
T	39.008008199	126.246537937	155.3			
T	39.008005644	126.246475178	153.5			
T	39.008003083	126.246412197	151.7			
T	39.008000514	126.246348997	150.0			
T	39.007997677	126.246291810	148.4			
T	39.007993166	126.246225191	146.6			
T	39.007988628	126.246158161	144.8			
T	39.007984061	126.246090724	142.7			
T	39.007979466	126.246022865	140.1			
T	39.007974926	126.245954725	137.6			
T	39.007973500	126.245898396	135.5			
T	39.007971887	126.245834890	133.2			
T	39.007970266	126.245771246	131.3			
T	39.007968645	126.245707468	129.4			
T	39.007967021	126.245643553	127.5			
T	39.007965464	126.245586404	125.9			
T	39.007962115	126.245518815	124.5			
T	39.007958752	126.245450923	123.6			
T	39.007955372	126.245382727	122.7			
T	39.007951978	126.245314226	121.8			
T	39.007949587	126.245247609	121.3			
T	39.007949129	126.245191857	121.1			
T	39.007948609	126.245129091	120.8			
T	39.007948093	126.245066284	120.6			
T	39.007986284	126.250907380	157.7			
T	39.007986451	126.250848846	157.2			
T	39.007986600	126.250796827	157.0			
T	39.007986026	126.250739425	156.9			
T	39.007984444	126.250683468	156.8			
T	39.007982859	126.250627392	156.8			
T	39.007981274	126.250571196	156.7			
T	39.007979682	126.250514879	156.4			
T	39.007978263	126.250464718	156.1			
T	39.007976667	126.250408170	155.7			
T	39.007976002	126.250350343	155.4			
T	39.007975337	126.250292465	155.1			
T	39.007974667	126.250234533	154.4			
T	39.007974074	126.250182997	153.8			
T	39.007973407	126.250124970	153.1			
T	39.007972718	126.250066921	152.4			
T	39.007971880	126.250008950	151.7			
T	39.007971046	126.249950919	151.1			
T	39.007970219	126.249892827	150.5			
T	39.007969476	126.249841132	149.9			
T	39.007968639	126.249782913	149.3			
T	39.007967799	126.249724629	148.8			
T	39.007967352	126.249665969	148.3			
T	39.007967012	126.249607203	147.9			
T	39.007966677	126.249548413	147.5			
T	39.007966374	126.249496130	147.1			
T	39.007966032	126.249437287	146.7			
T	39.007965656	126.249378437	146.5			
T	39.007965140	126.249319629	146.2			
T	39.007964628	126.249260785	146.0			
T	39.007964173	126.249208445	145.8			
T	39.007963662	126.249149524	145.6			
T	39.007963149	126.249090562	145.3			
T	39.007962638	126.249031559	145.0			
T	39.007962834	126.248972300	144.7			
T	39.007963184	126.248913011	144.5			
T	39.007963496	126.248860333	144.3			
T	39.007963846	126.248801095	144.2			
T	39.007964195	126.248741884	144.0			
T	39.007964419	126.248682718	143.9			
T	39.007964420	126.248623587	143.7			
T	39.007964420	126.248571025	143.9			
T	39.007964418	126.248511893	144.2			
T	39.007964418	126.248452762	144.5			
T	39.007964418	126.248393632	144.8			
T	39.007964461	126.248334502	145.1			
T	39.007966065	126.248275618	146.1			
T	39.007967487	126.248223381	147.0			
T	39.007969085	126.248164734	148.1			
T	39.007970679	126.248106210	149.2			
T	39.007972269	126.248047810	150.3			
T	39.007973286	126.247989340	151.6			
T	39.007973601	126.247937209	152.8			
T	39.007973956	126.247878588	154.1			
T	39.007974315	126.247819997	155.4			
T	39.007974669	126.247761431	156.6			
T	39.007975023	126.247702892	157.6			
T	39.007975569	126.247644490	158.6			
T	39.007976516	126.247592899	159.5			
T	39.007977581	126.247534938	160.5			
T	39.007978645	126.247477059	161.4			
T	39.007979706	126.247419261	162.3			
T	39.007980766	126.247361546	163.2			
T	39.007981045	126.247309783	163.9			
T	39.007980137	126.247250540	164.7			
T	39.007979228	126.247191225	165.0			
T	39.007978321	126.247131839	164.9			
T	39.007977409	126.247072378	164.8			
T	39.007976497	126.247012844	164.7			
T	39.007975370	126.246959545	164.6			
T	39.007973171	126.246898481	163.4			
T	39.007970966	126.246837237	161.8			
T	39.007968755	126.246775812	160.3			
T	39.007966537	126.246714207	158.9			
T	39.007964560	126.246659293	157.5			
T	39.007962040	126.246596975	155.8			
T	39.007959408	126.246534314	154.1			
T	39.007956767	126.246471432	152.4			
T	39.007954110	126.246408327	150.7			
T	39.007951450	126.246345001	149.0			
T	39.007949082	126.246288525	147.4			
T	39.007945316	126.246223150	145.6			
T	39.007940626	126.246156058	143.7			
T	39.007935906	126.246088552	141.6			
T	39.007931158	126.246020626	139.2			
T	39.007926571	126.245952590	136.7			
T	39.007925093	126.245896209	134.8			
T	39.007923430	126.245832651	132.6			
T	39.007921759	126.245768953	130.8			
T	39.007920083	126.245705118	129.1			
T	39.007918405	126.245641147	127.3			
T	39.007916910	126.245584165	125.8			
T	39.007914646	126.245518817	124.5			
T	39.007911177	126.245450925	123.7			
T	39.007907690	126.245382729	122.8			
T	39.007904189	126.245314228	122.0			
T	39.007901724	126.245247610	121.4			
T	39.007901248	126.245191855	121.2			
T	39.007900714	126.245129092	121.0			
T	39.007900177	126.245066284	120.8			
T	39.007941136	126.250907171	157.9			
T	39.007941308	126.250848642	157.2			
T	39.007941461	126.250796627	156.9			
T	39.007940866	126.250739240	156.6			
T	39.007939235	126.250683287	156.4			
T	39.007937601	126.250627214	156.2			
T	39.007935965	126.250571023	155.9			
T	39.007934327	126.250514711	155.5			
T	39.007932866	126.250464554	155.2			
T	39.007931217	126.250408012	154.8			
T	39.007929740	126.250351143	154.3			
T	39.007929054	126.250293240	153.9			
T	39.007928368	126.250235285	153.3			
T	39.007927753	126.250183725	152.6			
T	39.007927064	126.250125673	151.9			
T	39.007926355	126.250067597	151.1			
T	39.007925491	126.250009602	150.4			
T	39.007924631	126.249951546	149.9			
T	39.007923770	126.249893425	149.4			
T	39.007923011	126.249841711	149.0			
T	39.007922148	126.249783468	148.5			
T	39.007921281	126.249725159	148.1			
T	39.007920416	126.249666785	147.7			
T	39.007920048	126.249607982	147.2			
T	39.007919696	126.249549147	146.8			
T	39.007919389	126.249496831	146.4			
T	39.007919037	126.249437946	146.0			
T	39.007918651	126.249379054	145.8			
T	39.007918123	126.249320207	145.6			
T	39.007917591	126.249261319	145.4			
T	39.007917121	126.249208942	145.2			
T	39.007916592	126.249149980	144.9			
T	39.007916063	126.249090975	144.4			
T	39.007915535	126.249031931	144.0			
T	39.007915016	126.248972847	143.6			
T	39.007915377	126.248913489	143.1			
T	39.007915697	126.248860749	142.9			
T	39.007916060	126.248801442	142.7			
T	39.007916420	126.248742162	142.5			
T	39.007916654	126.248682926	142.3			
T	39.007916655	126.248623726	142.0			
T	39.007916655	126.248571102	142.1			
T	39.007916655	126.248511902	142.4			
T	39.007916654	126.248452701	142.6			
T	39.007916654	126.248393501	142.8			
T	39.007916656	126.248334300	143.0			
T	39.007917024	126.248275152	144.0			
T	39.007918496	126.248222810	144.9			
T	39.007920148	126.248164043	145.9			
T	39.007921798	126.248105402	146.9			
T	39.007923443	126.248046885	148.0			
T	39.007924474	126.247988289	149.2			
T	39.007924801	126.247936054	150.3			
T	39.007925167	126.247877314	151.5			
T	39.007925534	126.247818602	152.7			
T	39.007925905	126.247759919	153.8			
T	39.007926271	126.247701262	154.9			
T	39.007926638	126.247642632	156.0			
T	39.007927229	126.247590698	156.9			
T	39.007928332	126.247532599	158.0			
T	39.007929433	126.247474582	158.9			
T	39.007930532	126.247416647	159.7			
T	39.007931630	126.247358795	160.4			
T	39.007931816	126.247306826	161.0			
T	39.007930879	126.247247440	161.6			
T	39.007929937	126.247187976	161.9			
T	39.007928997	126.247128441	162.0			
T	39.007928053	126.247068830	162.2			
T	39.007927107	126.247009147	162.3			
T	39.007926260	126.246956034	162.4			
T	39.007924694	126.246895566	161.4			
T	39.007922413	126.246834206	160.0			
T	39.007920128	126.246772665	158.7			
T	39.007917833	126.246710943	157.4			
T	39.007915787	126.246655924	156.2			
T	39.007913157	126.246593457	154.6			
T	39.007910438	126.246530677	152.9			
T	39.007907706	126.246467674	151.3			
T	39.007904956	126.246404444	149.7			
T	39.007902204	126.246340994	147.9			
T	39.007899756	126.246284406	146.4			
T	39.007896986	126.246220534	144.6			
T	39.007892539	126.246153950	142.6			
T	39.007887667	126.246086377	140.6			
T	39.007882763	126.246018382	138.2			
T	39.007878136	126.245950454	135.9			
T	39.007876609	126.245894022	134.0			
T	39.007874891	126.245830409	132.0			
T	39.007873166	126.245766654	130.3			
T	39.007871439	126.245702764	128.7			
T	39.007869707	126.245638735	127.1			
T	39.007868162	126.245581703	125.7			
T	39.007866422	126.245517410	124.5			
T	39.007863601	126.245450926	123.8			
T	39.007860010	126.245382731	122.9			
T	39.007856401	126.245314229	122.1			
T	39.007853862	126.245247612	121.6			
T	39.007853370	126.245191857	121.4			
T	39.007852819	126.245129094	121.2			
T	39.007852267	126.245066286	121.0			
T	39.007895992	126.250906959	158.0			
T	39.007896173	126.250848438	157.2			
T	39.007896330	126.250796427	156.8			
T	39.007895712	126.250739054	156.4			
T	39.007894034	126.250683106	156.0			
T	39.007892351	126.250627037	155.6			
T	39.007890666	126.250570850	155.1			
T	39.007888980	126.250514542	154.7			
T	39.007887476	126.250464390	154.2			
T	39.007885779	126.250407853	153.8			
T	39.007884079	126.250351195	153.3			
T	39.007882731	126.250294015	152.8			
T	39.007882024	126.250236036	152.1			
T	39.007881391	126.250184453	151.4			
T	39.007880682	126.250126377	150.6			
T	39.007879952	126.250068274	149.8			
T	39.007879066	126.250010258	149.1			
T	39.007878175	126.249952173	148.6			
T	39.007877287	126.249894027	148.3			
T	39.007876505	126.249842291	148.0			
T	39.007875616	126.249784023	147.7			
T	39.007874722	126.249725689	147.4			
T	39.007873831	126.249667290	147.0			
T	39.007873017	126.249608762	146.6			
T	39.007872654	126.249549886	146.1			
T	39.007872339	126.249497532	145.7			
T	39.007871975	126.249438606	145.3			
T	39.007871579	126.249379671	145.1			
T	39.007871035	126.249320784	144.9			
T	39.007870488	126.249261853	144.7			
T	39.007870003	126.249209440	144.5			
T	39.007869456	126.249150436	144.2			
T	39.007868910	126.249091390	143.6			
T	39.007868366	126.249032304	143.0			
T	39.007867819	126.248973178	142.4			
T	39.007867457	126.248913968	141.8			
T	39.007867788	126.248861166	141.5			
T	39.007868161	126.248801789	141.2			
T	39.007868533	126.248742439	140.9			
T	39.007868778	126.248683134	140.6			
T	39.007868778	126.248623864	140.3			
T	39.007868779	126.248571180	140.4			
T	39.007868778	126.248511909	140.5			
T	39.007868779	126.248452639	140.7			
T	39.007868778	126.248393370	140.8			
T	39.007868779	126.248334100	140.9			
T	39.007868778	126.248274829	141.8			
T	39.007869306	126.248222236	142.7			
T	39.007871014	126.248163351	143.7			
T	39.007872718	126.248104591	144.7			
T	39.007874419	126.248045957	145.7			
T	39.007875464	126.247987236	146.8			
T	39.007875801	126.247934893	147.8			
T	39.007876181	126.247876035	148.9			
T	39.007876560	126.247817203	150.0			
T	39.007876942	126.247758401	151.1			
T	39.007877321	126.247699625	152.2			
T	39.007877700	126.247640877	153.4			
T	39.007878035	126.247588679	154.4			
T	39.007878845	126.247530249	155.5			
T	39.007879984	126.247472094	156.4			
T	39.007881120	126.247414021	157.0			
T	39.007882256	126.247356031	157.6			
T	39.007882346	126.247303859	158.0			
T	39.007881373	126.247244320	158.5			
T	39.007880402	126.247184710	158.9			
T	39.007879426	126.247125024	159.2			
T	39.007878452	126.247065265	159.6			
T	39.007877473	126.247005431	159.9			
T	39.007876598	126.246952184	160.2			
T	39.007875617	126.246892211	159.3			
T	39.007873683	126.246831164	158.2			
T	39.007871319	126.246769506	157.1			
T	39.007868950	126.246707667	156.0			
T	39.007866837	126.246652544	154.9			
T	39.007864097	126.246589929	153.3			
T	39.007861283	126.246527023	151.8			
T	39.007858463	126.246463901	150.2			
T	39.007855619	126.246400546	148.7			
T	39.007852775	126.246336971	146.9			
T	39.007850246	126.246280272	145.3			
T	39.007847383	126.246216274	143.4			
T	39.007844366	126.246151838	141.6			
T	39.007839340	126.246084197	139.5			
T	39.007834280	126.246016134	137.3			
T	39.007829620	126.245948312	135.1			
T	39.007828045	126.245891831	133.3			
T	39.007826270	126.245828160	131.4			
T	39.007824493	126.245764352	129.9			
T	39.007822713	126.245700405	128.4			
T	39.007820927	126.245636320	126.9			
T	39.007819332	126.245579238	125.5			
T	39.007817537	126.245514887	124.5			
T	39.007815739	126.245450397	123.8			
T	39.007812328	126.245382733	123.1			
T	39.007808612	126.245314231	122.3			
T	39.007805999	126.245247614	121.8			
T	39.007805493	126.245191859	121.6			
T	39.007804924	126.245129094	121.4			
T	39.007804356	126.245066288	121.1			
T	39.007850861	126.250906749	158.1			
T	39.007851045	126.250848233	157.2			
T	39.007851207	126.250796227	156.6			
T	39.007850566	126.250738868	156.1			
T	39.007848840	126.250682924	155.5			
T	39.007847110	126.250626861	155.0			
T	39.007845375	126.250570677	154.4			
T	39.007843641	126.250514374	153.8			
T	39.007842093	126.250464225	153.3			
T	39.007840348	126.250407693	152.8			
T	39.007838600	126.250351040	152.2			
T	39.007836848	126.250294265	151.6			
T	39.007835640	126.250236787	150.9			
T	39.007834992	126.250185184	150.2			
T	39.007834258	126.250127081	149.4			
T	39.007833508	126.250068951	148.5			
T	39.007832596	126.250010910	147.7			
T	39.007831683	126.249952804	147.4			
T	39.007830765	126.249894630	147.2			
T	39.007829952	126.249842869	147.1			
T	39.007829043	126.249784579	146.9			
T	39.007828124	126.249726220	146.7			
T	39.007827206	126.249667795	146.3			
T	39.007826286	126.249609305	145.9			
T	39.007825546	126.249550625	145.5			
T	39.007825214	126.249498232	145.1			
T	39.007824847	126.249439267	144.7			
T	39.007824441	126.249380290	144.4			
T	39.007823880	126.249321360	144.2			
T	39.007823319	126.249262391	144.0			
T	39.007822819	126.249209938	143.8			
T	39.007822257	126.249150894	143.4			
T	39.007821690	126.249091806	142.7			
T	39.007821130	126.249032677	142.0			
T	39.007820567	126.248973510	141.3			
T	39.007820003	126.248914302	140.5			
T	39.007819766	126.248861584	140.0			
T	39.007820151	126.248802138	139.7			
T	39.007820533	126.248742718	139.3			
T	39.007820789	126.248683343	139.0			
T	39.007820789	126.248624003	138.6			
T	39.007820789	126.248571257	138.6			
T	39.007820789	126.248511917	138.7			
T	39.007820790	126.248452577	138.7			
T	39.007820790	126.248393238	138.8			
T	39.007820789	126.248333899	138.9			
T	39.007820789	126.248274558	139.7			
T	39.007820789	126.248221811	140.5			
T	39.007821680	126.248162656	141.5			
T	39.007823439	126.248103777	142.4			
T	39.007825196	126.248045025	143.4			
T	39.007826253	126.247986178	144.4			
T	39.007826601	126.247933728	145.3			
T	39.007826993	126.247874749	146.3			
T	39.007827385	126.247815799	147.2			
T	39.007827780	126.247756877	148.3			
T	39.007828171	126.247697982	149.5			
T	39.007828561	126.247639114	150.7			
T	39.007828909	126.247586810	151.8			
T	39.007829299	126.247527995	153.0			
T	39.007830296	126.247469593	153.8			
T	39.007831469	126.247411381	154.3			
T	39.007832644	126.247353254	154.7			
T	39.007832632	126.247300877	155.0			
T	39.007831625	126.247241188	155.4			
T	39.007830618	126.247181426	155.8			
T	39.007829612	126.247121591	156.4			
T	39.007828603	126.247061682	157.0			
T	39.007827592	126.247001697	157.5			
T	39.007826687	126.246948314	158.1			
T	39.007825673	126.246888190	157.3			
T	39.007824658	126.246827991	156.4			
T	39.007822335	126.246766337	155.5			
T	39.007819890	126.246704380	154.6			
T	39.007817707	126.246649151	153.6			
T	39.007814854	126.246586388	152.1			
T	39.007811949	126.246523359	150.6			
T	39.007809037	126.246460113	149.2			
T	39.007806111	126.246396640	147.7			
T	39.007803162	126.246332934	145.9			
T	39.007800551	126.246276123	144.2			
T	39.007797595	126.246211998	142.3			
T	39.007794628	126.246147645	140.4			
T	39.007790926	126.246082014	138.4			
T	39.007785710	126.246013882	136.3			
T	39.007781022	126.245946168	134.3			
T	39.007779399	126.245889637	132.6			
T	39.007777570	126.245825911	130.8			
T	39.007775737	126.245762046	129.4			
T	39.007773899	126.245698040	128.0			
T	39.007772064	126.245633901	126.6			
T	39.007770419	126.245576768	125.4			
T	39.007768570	126.245512360	124.5			
T	39.007766717	126.245447813	123.8			
T	39.007764647	126.245382735	123.1			
T	39.007760824	126.245314233	122.3			
T	39.007758136	126.245247615	121.8			
T	39.007757616	126.245191860	121.6			
T	39.007757030	126.245129096	121.4			
T	39.007756444	126.245066288	121.2			
T	39.007805737	126.250906540	158.2			
T	39.007805924	126.250848028	157.2			
T	39.007806092	126.250796027	156.5			
T	39.007805427	126.250738681	155.8			
T	39.007803653	126.250682742	155.1			
T	39.007801875	126.250626684	154.3			
T	39.007800092	126.250570504	153.6			
T	39.007798306	126.250514205	152.9			
T	39.007796718	126.250464061	152.4			
T	39.007794925	126.250407534	151.8			
T	39.007793128	126.250350885	151.1			
T	39.007791327	126.250294114	150.5			
T	39.007789523	126.250237221	149.7			
